node_count:375
1,0,-0.6561448574,129,130,-1
0,-1,-1,-1,-1,2
1,5,-0.3551304340,131,132,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
1,6,-0.5253303647,133,134,-1
1,3,-0.3760026395,135,136,-1
0,-1,-1,-1,-1,2
1,3,0.0689835399,137,138,-1
1,6,-0.2191106603,139,140,-1
1,3,-1.0077678561,141,142,-1
1,1,1.7037094831,143,144,-1
0,-1,-1,-1,-1,2
1,4,-0.0048740098,145,146,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
1,4,-0.7205038667,147,148,-1
1,3,1.8421414495,149,150,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
1,0,2.1018453836,151,152,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
1,5,1.1784726977,153,154,-1
1,3,-0.8182497919,155,156,-1
0,-1,-1,-1,-1,0
1,6,1.2611723542,157,158,-1
1,6,3.3472207785,159,160,-1
1,5,-1.3203053474,161,162,-1
1,0,-0.8228111267,163,164,-1
1,3,-0.3479328007,165,166,-1
0,-1,-1,-1,-1,2
1,6,2.0962378979,167,168,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
1,4,-1.1038551927,169,170,-1
1,5,-0.9378183186,171,172,-1
1,6,-0.4343391806,173,174,-1
1,5,0.9448274374,175,176,-1
1,6,-1.2517499328,177,178,-1
1,1,-0.0016868245,179,180,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,6,-0.8964521587,181,182,-1
1,3,-0.5513944328,183,184,-1
1,3,0.3766557872,185,186,-1
1,0,0.9854479432,187,188,-1
1,4,-0.0772366151,189,190,-1
1,6,-0.5526188314,191,192,-1
0,-1,-1,-1,-1,1
1,6,-1.1635291576,193,194,-1
1,6,-0.8473303318,195,196,-1
1,5,1.0423078537,197,198,-1
1,6,0.3088713288,199,200,-1
1,0,-0.6549980938,201,202,-1
1,3,0.2265616506,203,204,-1
1,5,0.9745705724,205,206,-1
0,-1,-1,-1,-1,1
1,1,-0.0465669278,207,208,-1
1,0,-0.8890226483,209,210,-1
0,-1,-1,-1,-1,2
1,0,1.4603719711,211,212,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
1,5,0.1405664347,213,214,-1
1,5,-1.0916909575,215,216,-1
1,4,0.4959779978,217,218,-1
0,-1,-1,-1,-1,1
1,4,-1.2287810445,219,220,-1
1,4,-1.0697695017,221,222,-1
0,-1,-1,-1,-1,1
1,2,0.4377496988,223,224,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,1,-1.0133461356,225,226,-1
0,-1,-1,-1,-1,0
1,5,-0.8514507711,227,228,-1
1,0,-0.8713815808,229,230,-1
1,1,-0.1640891954,231,232,-1
1,1,1.1014350653,233,234,-1
1,5,-0.2586584836,235,236,-1
1,5,0.0183693878,237,238,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
1,3,-0.5282175541,239,240,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
1,0,1.1374151111,241,242,-1
1,5,0.1088516824,243,244,-1
1,6,-0.2928531766,245,246,-1
0,-1,-1,-1,-1,2
1,6,-0.4037613571,247,248,-1
0,-1,-1,-1,-1,1
1,5,-0.7558568716,249,250,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,1,-0.9450722635,251,252,-1
1,2,-0.2226154879,253,254,-1
1,5,1.2141600847,255,256,-1
1,6,0.7874996066,257,258,-1
1,4,0.3665203601,259,260,-1
0,-1,-1,-1,-1,2
1,1,0.6123337150,261,262,-1
1,1,-1.0734284520,263,264,-1
1,2,-1.5204896331,265,266,-1
1,3,-0.3253009617,267,268,-1
1,4,-0.4343839437,269,270,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,1
1,6,0.7156733871,271,272,-1
1,0,-0.6371422112,273,274,-1
1,3,-0.7473942041,275,276,-1
0,-1,-1,-1,-1,2
1,5,0.8416520357,277,278,-1
1,5,2.0949107409,279,280,-1
0,-1,-1,-1,-1,1
1,3,-0.9579929709,281,282,-1
1,3,-1.0438199043,283,284,-1
0,-1,-1,-1,-1,2
1,4,-1.0374127626,285,286,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
1,4,-0.3519512713,287,288,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
1,5,0.3690287620,289,290,-1
1,3,-0.9711279869,291,292,-1
1,0,-0.0283939531,293,294,-1
1,3,-0.2918174714,295,296,-1
0,-1,-1,-1,-1,1
1,0,-0.7993379235,297,298,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
1,2,-0.8912121654,299,300,-1
1,4,-0.3833078742,301,302,-1
1,0,-0.7256375849,303,304,-1
1,6,-0.9485774040,305,306,-1
1,0,-0.4281307608,307,308,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
1,2,-0.7284856141,309,310,-1
1,5,0.9367855191,311,312,-1
1,1,-0.1661230251,313,314,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,5,-0.5106986165,315,316,-1
1,4,0.2067917436,317,318,-1
1,0,1.4178694487,319,320,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
1,2,-1.8454642892,321,322,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
1,1,-0.2155009881,323,324,-1
1,3,-0.5679270625,325,326,-1
1,5,0.5268741548,327,328,-1
0,-1,-1,-1,-1,1
1,3,0.1640182287,329,330,-1
1,0,-0.8456571400,331,332,-1
1,3,-0.2423712909,333,334,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,1,0.3383321911,335,336,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,6,1.8366451859,337,338,-1
1,2,0.5786941051,339,340,-1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
1,4,-0.9089525938,341,342,-1
0,-1,-1,-1,-1,0
1,1,0.3828488588,343,344,-1
1,6,-1.3195528984,345,346,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
1,0,-0.0911385268,347,348,-1
1,2,-0.1123794131,349,350,-1
0,-1,-1,-1,-1,0
1,6,-0.1792007387,351,352,-1
0,-1,-1,-1,-1,0
1,6,-0.2066015154,353,354,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
1,5,0.2619138956,355,356,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
1,3,0.5357388854,357,358,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
1,1,0.2221455052,359,360,-1
1,0,0.0375547912,361,362,-1
0,-1,-1,-1,-1,1
1,6,-0.0734035484,363,364,-1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
1,1,-0.3059042692,365,366,-1
1,6,1.0518572330,367,368,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
1,0,-0.7456692755,369,370,-1
1,2,0.7068607807,371,372,-1
1,3,0.4941742867,373,374,-1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,1
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,2
